id,text,tags,colors
9325,SERIAL KILLER,serial killer;horror;red eye;face;red dot,yellow;black;orange;brown
9326,,horror;eye;fire;orange;red dot,orange;red;gray;brown
9327,,horror;creature;gray;dark;red dot,brown;gray
9328,,horror;face;yellow;orange;red dot,orange;brown
9329,,horror;zombie;green;face;red dot,gold;brown;gray
9330,,horror;lightning;monster;purple;red dot,gray;blue;yellow;black
9331,,horror;monster;orange;demon;red dot,red;orange
9332,,horror;skulls;monster;olive;red dot,brown;gold
9333,,horror;creature;gray;dark;red dot,gray;brown
9334,,horror;creature;gray;dark;red dot,gray
9335,,horror;red eyes;demon;dark;red dot,gray;brown;black
9336,,horror;red;dark;demon;red dot,red;brown;black
9337,,horror;eyes;creature;gold;red dot,brown;black
9338,,horror;eye;creature;gold;red dot,brown;black
9339,,horror;eyes;face;woman;red dot,brown;orange
9340,,horror;red eyes;face;demon;red dot,brown;black;red;gray
9341,,horror;face;brown;dark;red dot,red
9342,,horror;trees;orange;dark;red dot,red;black
9343,,horror;old man;face;green;red dot,gray;red;green
9344,,horror;demon;fire;face;red dot,red;black
9345,,horror;eye;orange;dark;red dot,red
9346,"5'0""",horror;mugshot;height chart;criminal;red dot,red;gray;brown
9347,,horror;monster;creature;green;red dot,red;black;gold;brown
9348,,horror;monster;green;face;red dot,brown;gray;gold
9349,,horror;doll;creepy;blue;red dot,gray;brown;blue
9350,13 GHOSTS,13 ghosts;thirteen ghosts;horror movie;eyes;red dot,brown;red;orange;gray
9351,,horror;dark;purple;face;red dot,gray
9352,,horror;eyes;monster;red;red dot,red;gray;black;orange
9353,,horror;old man;face;pink;red dot,gray;pink;red
9354,,horror;dark;gold;brown;red dot,brown;gray;black
9355,,horror;zombie;glowing eyes;green;red dot,gray;black;green
9356,,horror;eyes;mask;pale;red dot,gray;white
9357,,horror;woman;face;eyes closed;red dot,brown;gray
9358,,horror;eyes;monster;bloodshot;red dot,brown;gray
9359,,horror;blue;dark;face;red dot,blue;white;black
9360,,horror;skull;red eye;bone;red dot,gray;brown;red
9361,,horror;skull;teal;demon;red dot,cyan;black;gray
9362,,skulls;horror;red eyes;dark;red dot,blue;black;gray
9363,,horror;gray;dark;metallic;red dot,gray
9364,,horror;blue;gas mask;dark;red dot,gray;blue
9365,,horror;creature;gray;mechanical;red dot,gray
9366,,horror;eyes;face;dark;red dot,brown;red;gray
9367,,horror;creature;dark;red dot,brown;gray;black;orange
9368,,horror;demon;fire;autumn;red dot,orange;red;black;brown
9369,,horror;creature;blue;underwater;red dot,blue
9370,,horror;brown;dark;red dot,brown;gray
9371,,horror;demon;red;dark;red dot,red;brown;orange
9372,,horror;face;mask;gray;red dot,gray;brown;black;red
9373,,horror;teeth;mouth;monster;red dot,red;brown;orange
9374,,horror;beast;red eye;face;red dot,blue;gray;black
9375,,horror;zombie;face;red;red dot,red;brown
9376,,horror;face;dark;eyes;red dot,gold;black;yellow;gray
9377,RESIDENT EVIL,resident evil;horror;game;movie;eyes;red dot,orange;red;black;brown
9378,RESIDENT EVIL,resident evil;horror;game;movie;eyes;red dot,orange;brown;red
9379,TRAPPED,trapped;horror;hands;face;blue;red dot,blue;white
9380,,horror;woman;face;purple;red dot,gray;pink
9381,,horror;eyes;face;black and white;red dot,gray
9382,,horror;eyes;face;orange;red dot,orange;red
9383,,horror;eyes;face;teal;red dot,gray
9384,,horror;red eye;face;brown;red dot,brown;black;red
9385,,horror;skull;gold;demon;red dot,brown;orange
9386,,horror;monster;yellow eyes;creature;red dot,brown;orange
9387,,horror;eye;face;surgery;red dot,red;gray;brown
9388,,horror;glowing eyes;demon;dark;red dot,brown;black
9389,,horror;mummy;face;gray;red dot,gray
9390,,horror;mummy;face;orange;red dot,brown;orange;red
9391,,horror;eyes;face;blue;red dot,gray;blue;black
9392,,horror;eyes;faces;scream;red dot,gray;black
9393,,horror;face;demon;gold;red dot,brown;black;orange
9394,MIXX,mixx;logo;red;small icon,white;red;gray
9395,,pixel text;black and white;logo;small icon,white;gray
9396,TY,ty;logo;red;small icon,white
9397,TY2,ty2;logo;red;small icon,white;gray;red
9398,,wu-tang clan;wu-tang;hip hop;band;logo;small icon,yellow;white;gray
9399,,martini;cocktail;glass;drink;small icon,white
9400,,fist;hand;punch;small icon,white;brown
9401,,lighter;zippo;flame;small icon,white;gray
9402,,dice;gambling;game;small icon,white;gray
9403,,music note;music;small icon,white;gray
9404,,globe;earth;world;internet;small icon,white;blue
9405,,cartoon;character;face;small icon,white;gray
9406,,bullet;ammo;shell;small icon,white
9407,,beer;mug;drink;small icon,white;brown
9408,@,at sign;email;symbol;small icon,white;gray
9409,,anarchy;a;symbol;small icon,white;gray
9410,,flower;plant;potted;small icon,white;gray
9411,,jack-o-lantern;pumpkin;halloween;small icon,orange;white;yellow
9412,,turntable;record player;dj;small icon,white;gray;black
9413,,frog;green;cartoon;small icon,white;black;green
9414,,target;crosshair;color;small icon,white;black
9415,Ford,ford;car;logo;brand;small icon,white;blue;gray
9416,,superman;s shield;dc comics;logo;small icon,white;red
9417,,gem;crystal;diamond;gray;small icon,white
9418,S,s;letter;gray;square;small icon,gray;black;white
9419,,camera;lens;black;small icon,white;gray;black
9420,,gun;pistol;handgun;weapon;small icon,white
9421,,bomb;red;box;small icon,white;gray
9422,,money;cash;stack of bills;small icon,white;green
9423,,cassette;tape;music;small icon,white;gray
9424,,bomb;missile;black;small icon,white;gray
9425,,record;vinyl;music;red;small icon,white
9426,,record;vinyl;music;yellow;small icon,white;gray
9427,,gramophone;phonograph;horn;music;small icon,white;gray
9428,,trash can;garbage;bin;small icon,white;gray
9429,,sneaker;shoe;black and white;small icon,white;gray
9430,,letter tile;red;yellow;pixel text;small icon,red;white
9431,,letter tile;red;yellow;pixel text;small icon,white;red
9432,,letter tile;red;yellow;pixel text;small icon,red;white
9433,,letter tile;red;yellow;pixel text;small icon,white;red
9434,,letter tile;red;yellow;pixel text;small icon,white;red
9435,,photo;green;blue;small icon,white;black
9436,,photo;dark;purple;small icon,white;gray
9437,,collage;yellow;green;face;small icon,white;orange
9438,,superman logo;parody;h;shield;small icon,white;red
9450,horror king icons,horror king icons;horror;gold;gradient;red dot,brown;orange;yellow
9451,WES CRAVEN,wes craven;horror director;face;red eyes;red dot,white;gray
9452,CLIVE BARKER,clive barker;horror author;hellraiser;face;red dot,white;gray
9453,STEPHEN KING,stephen king;horror author;face;red eyes;red dot,gray;white
9454,H.R. GIGER,h.r. giger;artist;alien;face;red dot,white;gray
9455,TOM SAVINI,tom savini;horror;makeup artist;face;red dot,white;gray
9456,WES BENSCOTER,wes benscoter;horror artist;face;red eyes;red dot,white;gray
9457,TODD MCFARLANE,todd mcfarlane;spawn;comics;face;red dot,gray;white
9458,ROB ZOMBIE,rob zombie;musician;horror;metal;red dot,red;brown
9459,R.CRUMB,r. crumb;robert crumb;cartoonist;comics;red dot,gray;white
9460,TIM BURTON,tim burton;director;face;black and white;red dot,gray;white;pink
9461,ED WOOD,ed wood;director;b-movie;face;red dot,gray;white
9462,ELVIRA,elvira;mistress of the dark;horror host;woman;red dot,gray;blue
9463,MARILYN MANSON,marilyn manson;musician;band;face;red dot,red;brown
9499,company icons,company icons;brand;gold;gradient;red dot,brown;orange;yellow
9500,ROCKSHOX,rockshox;bike;mountain bike;brand;logo;red dot,white;gray
9501,Sprite,sprite;soda;drink;brand;logo;red dot,green;gray;black
9502,Coca-Cola,coca-cola;coke;soda;brand;logo;red dot,red
9503,7UP,7up;soda;drink;brand;logo;red dot,green
9504,PEPSI,pepsi;soda;drink;brand;logo;red dot,blue;white
9505,Mtn Dew,mountain dew;soda;drink;brand;logo;red dot,green
9506,Budweiser,budweiser;beer;alcohol;brand;logo;red dot,red;orange
9507,Heineken,heineken;beer;alcohol;brand;logo;red dot,green
9508,SELECT,select;brand;logo;silver;red dot,white;gray
9509,RAM TRUCKS,dodge ram;ram trucks;truck;brand;logo;red dot,gray;white
9510,QuickTime,quicktime;apple;brand;logo;red dot,blue;white
9511,FireWire,firewire;apple;cable;connector;red dot,white;gray
9512,iPod,ipod;apple;mp3 player;brand;red dot,gray;white
9513,Thinking Different,think different;apple;mac;brand;logo;red dot,white;blue
9514,warner bros.,warner bros;studio;movie;brand;logo;red dot,gray;blue;black
9515,SONY,sony;electronics;brand;logo;red dot,blue
9516,YAMAHA,yamaha;music;brand;logo;red dot,blue;gray;white
9517,YAMAHA PRO AUDIO,yamaha;pro audio;music;brand;logo;red dot,gray;brown;blue
9518,Technics,technics;audio;dj;brand;logo;red dot,blue;black;gray
9519,Technics Music Canada,technics;canada;music;brand;logo;red dot,white;pink
9520,Windows,windows;microsoft;windows xp;brand;logo;red dot,blue
9521,Microsoft Windows,windows;microsoft;windows xp;brand;logo;red dot,blue
9522,HMMMM Oh Henry!,oh henry;candy bar;chocolate;brand;logo;red dot,yellow;gold;brown
9523,,xbox;microsoft;console;green;logo;red dot,green;gray
9524,XBOX,xbox;microsoft;console;game;logo;red dot,green
9525,Adobe Studio,adobe;adobe studio;software;brand;red dot,green;gold;black
9526,Adobe Acrobat 5 Adobe PDF,adobe acrobat;pdf;adobe;software;red dot,gray;white
9527,After Effects 5.5,after effects;adobe;software;red dot,gray;white
9528,Atmosphere,adobe atmosphere;adobe;software;red dot,blue;gray;white
9529,Adobe FrameMaker,framemaker;adobe;software;red dot,gray;white;red
9530,Adobe GoLive 6,golive;adobe;software;web design;red dot,gray;white;blue
9531,Illustrator 10,illustrator;adobe;software;venus;red dot,gray;white;brown;blue
9532,InDesign 2,indesign;adobe;software;red dot,gray;white;blue
9533,LiveMotion 2,livemotion;adobe;software;red dot,gray;white;blue
9534,PageMaker 7,pagemaker;adobe;software;red dot,gray;white
9535,PhotoDeluxe,photodeluxe;adobe;software;red dot,gray;white;brown
9536,Adobe Photoshop 7,photoshop;adobe;software;red dot,gray;white;blue
9537,Adobe Premiere 6,premiere;adobe;software;video;horse;red dot,gray;white
9538,PressReady,pressready;adobe;software;peacock;red dot,gray;white;green
9539,Adobe,adobe;brand;logo;software;red dot,gray;black;white
9540,MacAddict,macaddict;magazine;mac;brand;logo;red dot,gray;white;cyan
9541,Macworld,macworld;magazine;mac;brand;logo;red dot,gray;red;pink;white
9599,game icons,game icons;gaming;gold;gradient;red dot,brown;orange;yellow
9600,gamespy,gamespy;gaming;website;brand;logo;red dot,black;green;gray
9601,gamespy,gamespy;gaming;website;brand;logo;red dot,white;green
9602,,game;blue;sci-fi;battle;red dot,blue;black
9603,UNREAL II,unreal ii;unreal;epic games;game;woman;red dot,cyan;black;brown;blue
9604,,quake;game;id software;logo;red dot,brown;cyan;gray
9605,,quake;game;id software;logo;red dot,gray;black;brown
9606,QUAKE III ARENA,quake iii arena;quake 3;id software;game;red dot,red;brown;gray;black
9607,MYST III,myst iii;myst;game;adventure;red dot,gray;blue
9608,MYST III EXILE,myst iii exile;myst;game;adventure;red dot,gray;brown;black;green
9609,TONY HAWK'S PRO SKATER 2,tony hawk's pro skater;skateboarding;game;activision;red dot,blue;gray;white
9610,TONY HAWK,tony hawk;pro skater;skateboarding;game;red dot,blue;gray
9611,ALICE,american mcgee's alice;alice;game;horror;red dot,blue;gray;brown
9612,,game;face;monster;dark;red dot,blue;gray;brown;black
9613,RESIDENT EVIL,resident evil;capcom;game;horror;red dot,red;gray
9614,RESIDENT EVIL,resident evil;capcom;game;horror;red dot,red;brown
9615,,game;cyan;tech;sci-fi;red dot,cyan;blue
9616,GameRanger,gameranger;mac gaming;online;brand;logo;red dot,cyan;blue
9617,RED FACTION,red faction;game;shooter;red;red dot,red;orange
9618,HIGH RISK HIGH PAY,red faction;game;red;red dot,red;orange
9619,EVO2,evo2;game;logo;gray;red dot,gray
9620,EVO2,evo2;game;logo;green;red dot,gray;black;gold;brown
9621,TOMB RAIDER,tomb raider;lara croft;game;woman;red dot,gray;brown
9622,TOMB RAIDER,tomb raider;lara croft;game;woman;red dot,gray
9623,hot date The Sims,the sims;hot date;maxis;game;red dot,red;white
9624,,the sims;maxis;game;logo;red dot,red;blue;white
9699,personal icons,personal icons;gold;gradient;red dot,brown;orange;yellow
9700,MR,mr logo;alien;green;face;jungle,green;black;gray
9701,MR,mr logo;face;cartoon;orange;eyes,brown;orange;red
9702,MR,mr logo;red;green;texture;abstract,red;brown;black;orange
9703,MR,mr logo;gas mask;yellow;blood;soldier,gray;black
9704,MACWARRIOR!,macwarrior;red;face;monster;zombie,gray;red
9705,MACWARRIOR,macwarrior;eye;red eye;fire;flames,red;brown
9706,,eye;blue eyes;face;woman;blue,blue
9707,Slipknot,slipknot;band;metal;mask;music,gray;black;pink
9708,,spiral;monster;green;face;eyes,green;black
9709,,spiral;red;face;woman;dark,red;brown;black
9710,,spiral;brain;pink;gradient,red;brown;pink;gray
9711,,spiral;green;leaves;jungle,green;black
9712,,spiral;eye;green;teal,green
9713,,spiral;faces;sculpture;brown;art,red;brown
9714,,spiral;woman;face;eyes;sepia,gray;brown
9715,,spiral;eyes;face;orange;blue,blue;orange;black
9716,,spiral;eyes;face;blue;white,gray;blue;white
9717,,lightsaber;star wars;jedi;blue,blue;white;gray
9718,,lightsaber;star wars;sith;red,red;pink;white;gray
9719,,lightsaber;star wars;jedi;green,green;white;gray
9720,,bar;metallic;beige;plain;blank,gray;brown
9721,,bar;metallic;silver;plain;blank,gray;white
9722,Shwimz,shwimz;s;silver;gradient;metallic,gray;white;blue
9723,,checkered flag;racing;sunset;red;purple,black;red;pink
9724,,checkered flag;comic;superhero;woman;characters;illustration,red;orange;brown;pink
9725,,checkered flag;comic;woman;face;fishnet;illustration,red;pink;black;blue
9726,Planet of the Apes,planet of the apes;movie;ape;checkered flag;sci-fi,cyan;blue;black;gray
9727,,planet of the apes;ape;face;movie;checkered flag,black;brown;gray
9728,,checkered flag;gradient;gray;sci-fi;machine,gray
9729,,planet of the apes;ape;movie;checkered flag;dark,black;cyan;gray
9730,,checkered flag;movie;faces;man;woman;photo,gray;brown;cyan
9731,,checkered flag;city;landscape;orange;sunset,brown;orange
9732,,checkered flag;movie;sci-fi;photo;gray,gray;white
9733,,checkered flag;sci-fi;creature;gradient;gray,gray
9734,The Fast and the Furious,fast and the furious;movie;car;racing;checkered flag,black;brown;gray
9735,,fast and the furious;car;racing;checkered flag;orange,black;brown;red;yellow
9736,,fast and the furious;car;racing;checkered flag;yellow,black;orange;yellow
9737,,checkered flag;gray;photo;abstract,gray;blue
9738,,checkered flag;purple;plain;gradient,pink;gray;red
9739,,checkered flag;cartoon;comic;illustration,gray;black;blue
9740,,checkered flag;cartoon;face;eyes;angry,blue;orange;gray
9741,,spider-man;spiderman;marvel;superhero;movie;checkered flag,orange;red;brown
9742,Monsters,monsters inc;pixar;disney;mike wazowski;sulley;cartoon;checkered flag,white;blue;cyan
9743,,superman;dc comics;superhero;flying;checkered flag,blue;white
9744,,space;stars;light;blue;gradient,blue;white
9745,Jumpingjack,window;mac os;gui;gray;name,white;gray
9746,Sysiphys,bird;eagle;flying;blue;sky,blue;gray
9747,,van;vehicle;green;gradient,green;gold;yellow
9748,,anime;girl;eyes;face;checkered flag;space,blue;brown;gray
9749,,checkered flag;sky;clouds;blue;light,blue
9750,,checkered flag;creature;monster;brown;dark,brown;black
9751,,checkered flag;eyes;face;photo;closeup,brown;cyan;black
9752,Think Nerdy.,think different parody;apple;nerd;purple;light;gradient,purple;blue;gray
9753,Think Nerdy.,think different parody;apple;nerd;purple;gradient,blue
9754,,commodore;logo;computer;retro;blue,blue
9755,The Simpsons,the simpsons;cartoon;tv show;checkered flag,blue;gray
9756,,the simpsons;cartoon;characters;tv show;checkered flag,blue;green;black
9757,,the simpsons;cartoon;eyes;yellow;checkered flag,blue;yellow;white
9758,,the simpsons;cartoon;characters;crowd;checkered flag,gold;yellow;blue
9759,,the simpsons;bart simpson;cartoon;dark;checkered flag,blue;black
9760,,the simpsons;cartoon;characters;checkered flag,black;gold;blue
9761,,the simpsons;cartoon;dog;checkered flag,blue
9762,,cartoon;faces;characters;red;checkered flag,red;blue;gray
9763,South Park,south park;cartoon;tv show;checkered flag;rainbow,blue;pink;orange
9764,Smash Mouth,smash mouth;band;cartoon;characters;checkered flag,red;brown;pink;orange
9765,King of the Hill,king of the hill;cartoon;tv show;characters;checkered flag,gray;red
9766,,family guy;peter griffin;cartoon;tv show;checkered flag;gradient,yellow;red;blue
9767,Osmosis Jones,osmosis jones;movie;cartoon;checkered flag,white;gray;black
9768,,fire;flames;orange;button,orange;red
9899,loorg icons,gold;metallic;logo;gradient,brown;orange;yellow
9900,MP Graphics,logo;red dot;gray;motion blur,white;pink
9901,MP Graphics,logo;red dot;red;motion blur,red
9902,MP Graphics,logo;red dot;gray;motion blur,gray;red;white
9903,MP Graphics,logo;red dot;gray;motion blur,white;gray
9904,MP Graphics,logo;red dot;gray;motion blur,white;gray
9905,,volkswagen;vw;car;beetle;logo;photo,blue;cyan
9906,,volkswagen;vw;car;beetle;headlights;photo,blue;cyan
9907,,volkswagen;vw;car;beetle;photo,cyan;blue;green
9908,,woman;butt;sci-fi;gun;photo;sexy,green;brown;gray
9909,,woman;butt;sci-fi;gun;photo;sexy,gold;brown;black
9910,,woman;butt;sci-fi;gun;photo;sexy,brown;black;gold
9911,,woman;butt;sci-fi;gun;photo;sexy,brown;gray;black;gold
9912,,woman;butt;sci-fi;gun;photo;sexy,gray;black
9999,the Watch Mutt,paw print;dog;white;plain,white;gray
10000,SSM Your icon art goes here...,ssm;template;placeholder;orange,orange;brown
10001,SSM ssm temp.,ssm;temporary;template;brick,red;brown
10002,SSM You may have already won! Temporary Icon,ssm;temporary;template;gradient,blue;pink
10003,SSM Temporary Icon Until the next list...,ssm;temporary;template;gradient,gray;white
10004,SSM Temporary,ssm;temporary;template;gray,gray;white;red
10005,SSM Icon In Progress,ssm;temporary;template;work in progress,blue;gray;white
10006,SSM Temporary,ssm;temporary;template;red,white;gray;red;pink
10007,Temp Icon SoSueMe,sosueme;temporary;template;light blue,blue;cyan
10008,Temp SoSueMe,sosueme;temporary;template;gradient,red;gray;pink
10011,Generics,logo;abstract;texture;orange,brown;red;gold
10012,,digitalsin;s logo;green;abstract,green;black
10013,,digitalsin;s logo;mushroom;sky;surreal,white;blue;gray;cyan
10014,,digitalsin;s logo;abstract;psychedelic;colorful,cyan;black;blue
10015,digitalSiN,digitalsin;s logo;blue;abstract,blue
10016,digitalSiN,digitalsin;s logo;gold;gradient,yellow;orange
10017,,devil;horns;face;abstract;gold,yellow;black;gold;brown
10019,,devil;horns;hat;photo,gray;brown
10022,,logo;eye;face;photo;gold,orange;brown
10023,,logo;plain;beige;blank,orange;brown
10024,,logo;eye;blue;abstract,blue;cyan
10025,SIN.GRAFIX,sin grafix;logo;pale;pink;faded,white;pink
10027,IQ Collective,iq collective;cat;logo;blue;abstract,gray;blue;white
10028,IQ Collective,iq collective;cat;logo;plain;mauve,gray
10029,IQ Collective,iq collective;cat;woman;man;retro;illustration,red;orange;gray;brown
10030,IQ Collective,iq collective;cat;woman;face;eyes;photo,brown;red;black
10031,IQ Collective,iq collective;cat;woman;eye;hand;collage,red;brown;orange
10032,If you've got an appetite for life:,iq collective;cat;quote;black;dark blue,black;gray
10033,IQ Collective,iq collective;cat;logo;black;plain,black;gray
10034,pad.msg.me,iq collective;cat;plant;green;gradient,cyan;green;gray
10036,,iq collective;cat;eyes;face;photo,brown;red;gray
10037,IQ Collective,iq collective;cat;stripes;red;pink,red;gray;pink
10038,,iq collective;cat;abstract;green;blur,green;cyan
10039,,iq collective;cat;abstract;tech;blue,blue
10041,IQ Collective,iq collective;cat;eye;face;collage,blue;orange
10042,,iq collective;cat;abstract;texture;gray,white;gray
10043,IQ Collective,iq collective;cat;abstract;gray;white,white;gray
10044,CG,eye;face;photo;dark;cg,gray;black;brown
10045,CG,lights;fire;sparks;dark;cg,brown;orange;white;gray
10046,CG,eye;halftone;orange;red;cg,red;orange
10047,Frizzen CG,frizzen;abstract;black;white;cg,white;gray;black;pink
10048,,eye;op art;stripes;black and white;abstract,brown;gray;black
10049,,eye;fire;red;abstract,red;brown
10050,,purple;blue;abstract;3d;blob,blue;purple;black
10051,,skull;giger;biomechanical;horror;dark,gray;black
10052,ADMIN,admin;small;red text;transparent,red;pink
10053,007,james bond;007;gun logo;small;black,gray;black;white
10054,Rules,rules;arrow down;small;purple,purple;pink
10055,Rules,rules;arrow up;small;purple,purple;pink
10056,,moon;eclipse;orange;yellow;gradient,yellow;orange;red
10057,,moon;eclipse;orange;gradient,orange;red;brown
10058,,moon;eclipse;psychedelic;pattern;blue,blue;purple;pink
10059,molix,moon;eclipse;green;text;molix,green
10060,molix,moon;eclipse;purple;text;molix,pink;purple
10061,,moon;eclipse;fire;orange,orange
10062,,moon;eclipse;abstract;blue;green,blue;black
10063,,moon;eclipse;digital;tech;blue,black;cyan;blue;gray
10064,,moon;eclipse;colorful;collage;abstract,pink;white;gray
10065,,logo;yellow;abstract;gradient,yellow
10066,,logo;blue;abstract;water,blue;black
10067,,logo;face;abstract;yellow;green,yellow;black;gold
10068,,logo;face;blue;abstract,cyan;blue;black
10069,,logo;face;light;gold;abstract,yellow;orange;brown
10070,Coma White,marilyn manson;coma white;eyes;face;makeup;band,white;gray
10071,,logo;blue;smoke;abstract,blue;black
10072,,logo;skin;texture;peach;abstract,orange;red
10073,,logo;teal;light;abstract,white;gray;black;green
10074,,logo;red;light;lines;abstract,gray;pink;red;black
10075,,logo;fire;orange;abstract,red
10076,,logo;blue;water;splash,cyan;blue
10077,,logo;purple;abstract;faded,blue;purple
10078,,logo;faces;collage;dark,black;red;brown
10079,,logo;face;eyes;creepy;horror,brown;white;yellow;orange
10080,,logo;eye;face;red eye;horror,brown;gold;black
10081,,small icon;cartoon;face;old man;beard,red;white;yellow
10082,,small icon;red eyes;dark;creature;blue,black;blue
10083,,small icon;gem;blue;jewel;oval,blue;black;gray
10084,,logo;fire;gold;abstract,brown;red;black
10085,,snoopy;peanuts;dog;cartoon;small icon,white
10086,communist,hammer and sickle;communism;soviet;ussr;red,red
10087,شذ,arabic;eyes;face;collage,orange;pink;white;gray
10088,شذ,arabic;gray;abstract;texture,gray;black
10089,شذ,arabic;brown;abstract;lines,gray;brown
10090,شذ,arabic;teal;collage;abstract,cyan;green;gray;brown
10091,شذ,arabic;nsfw;nude;breasts;skin;eye,brown;red;orange
10092,like to dream,arabic;dream;orange;yellow;script,red;brown;orange
10093,شذ,arabic;red;orange;gradient,red;orange
10094,شذ,arabic;face;eyes;collage,red;gray;white;pink
10095,شذ,arabic;flowers;red;collage,red;black
10096,شذ,arabic;eyes;face;woman;gold,brown;black;orange
10097,شذ,arabic;eyes;woman;face;blonde,brown;gray;orange
10098,شذ,arabic;red;star;sparkle,red;brown
10099,شذ,arabic;space;stars;dark,black;gray
10100,SinGrafix,sin grafix;film strip;gray;logo,gray;brown
10101,SinGrafix,sin grafix;eyes;face;brown;logo,brown;gray;black
10102,SinGrafix,sin grafix;brown;stripes;logo,red;brown
10104,SIN,sin grafix;face;glasses;gray;purple,gray
10105,Хлеб - Родине!,russian;soviet;propaganda;girl;cartoon,gray;yellow
10106,GARBO,garbo;greta garbo;face;eye;black and white,black;gray;white
10107,DAWN,dawn;face;woman;red;white,red;white
10108,THA SHIZNIT,shiznit;slang;blue;plain,blue
10110,POE The Pit and the Pendulum,edgar allan poe;the pit and the pendulum;literature;book;gothic,brown;blue;gray
10111,JAY-Z,jay-z;rapper;hip hop;music;white,white;gray
10112,girlfriend->,girlfriend;woman;figure;black;joke,black
10113,Got Weed?,weed;marijuana;got milk parody;black;drugs,black;gray
10115,spirit boss,cartoon;creature;white;plain;sketch,white
10123,SIN digiART,sin;digiart;green;abstract;logo,green;gray
10124,SIN digiART,sin;digiart;red;abstract;logo,red;white;gray
10125,SIN digiART,sin;digiart;blue;abstract;logo,blue;white;gray
10127,SIN digiART,sin;digiart;gold;gradient;logo,brown;yellow;orange
10128,SIN digiART,sin;digiart;purple;abstract;logo,purple;pink;white
10141,,eye;woman;face;headphones logo;gray,white;gray
10142,Best Served - [Baked],headphones logo;black and white;baked;weed,white;gray
10143,,woman;face;eye;photo;headphones logo,yellow;brown
10144,,eyes;face;psychedelic;colorful;headphones logo,white;blue;gray;red
10145,,face;lips;collage;headphones logo;dark,orange;brown;black
10146,,anime;eyes;face;final fantasy;gray,gray;white;brown
10147,,spaceship;space;blue;purple;sci-fi,blue;white;gray
10148,,lime green;cracks;abstract;gradient,green;black
10149,SIN Icons,sin icons;star;green;teal;gradient,green;cyan
10152,SIN Icons,sin icons;star;gold;gradient,yellow;orange;white
10154,INSTRUCT,instruct;woman;face;eyes;photo,gray
10171,UNIX,unix;computer;plain;dark blue,blue
10172,UNIX,unix;computer;blue;purple;abstract,blue
10173,UNIX,unix;computer;leaves;plant;green,green;black
10174,UNIX,unix;computer;dark;red;abstract,black;brown
10176,UNIX IT IS...,unix;computer;collage;abstract,red;white;gray;brown
10177,UNIX,unix;computer;eye;face;woman,blue;white
10178,,abstract;grunge;red;black;cream,black;orange;red;brown
10179,SABER,saber;tech;red;black;grunge,red;gray
10180,,checkered;abstract;red;black;eyes,gray;black;red
10181,,dark;orange;collage;abstract,brown;orange;black
10182,,alien;eyes;green;face;sci-fi,gray;green
10183,,star logo;blue;abstract;light,cyan;black;blue
10184,,star logo;baby;face;eyes,brown;orange
10186,,star logo;moon;dark;orange;building,black;orange;red
10187,,star logo;pattern;dark;gold,black;yellow;gold
10188,,eyes;face;glowing eyes;blue;creepy,white;gray;cyan
10189,death is just the end of all illusions,death;quote;dark;gray;grunge,gray;black
10190,,eye;face;blue;collage;tech,blue;white
10192,Better living thru chemistry,chemistry;molecule;science;drugs;blue,blue;black;gray
10193,,desert;landscape;sky;blue;photo,blue;gray;brown
10194,,eye;face;collage;tech;green,gray;black;cyan
10195,,eye;gear;orange;green;abstract,gray
10197,Dementia,dementia;grunge;gold;abstract,brown;black;gray
10198,,face;dark;collage;red,black;brown;orange
10199,Sin Grafix,sin grafix;logo;gray;beige,white
10200,1 digital madness,s logo;green;orange;gradient,green;orange;yellow
10202,,s logo;blue;abstract;gray,gray;blue
10203,,p logo;skin;face;dark;photo,brown;red;black
10204,,p logo;black and white;body;photo,gray;white
10205,,p logo;face;black and white;photo,gray;black;white
10206,,woman;face;grunge;orange;photo,red;black;orange
10207,,eye;face;closeup;photo;orange,orange;brown;red
10208,,eyes;face;blue;glitch;dark,black;cyan
10209,SPEAR,spear;collage;grunge;yellow;green,yellow;gray;gold;green
10210,from the,teal;abstract;grunge;script,cyan;gray
10213,,eyes;monster;green;creature;yellow eyes,green;white;brown
10214,,eyes;woman;face;red;gradient,red;white
10215,,eyes;woman;face;dark;gradient,black;white;gray;red
10216,,eyes;woman;face;makeup;dark,black;red
10217,,face;faded;gray;photo,gray;brown
10218,,eyes;face;painted;colorful,brown;red;gray
10219,,eyes;red eye;face;cyborg;red,gray;pink;white;red
10220,,eyes;woman;face;photo;green,gray;brown;green
10222,Extermen,eyes;face;purple;blue;extermen,gray;white
10223,Sin,sin;eye;face;blue;gray,gray;blue
10224,,eyes;face;black and white;dark,gray;black
10225,,eyes;face;blue;tech,blue;cyan;black
10226,,woman;face;hair;photo;eyes closed,brown;red;gray
10227,,eyes;face;dark;photo,black
10228,,cyborg;robot;face;red eyes;sci-fi,gray;black
10229,,woman;face;fantasy;painting;gray,gray
10230,,sci-fi;tech;blue;lights,blue;red;gray
10231,,face;photo;skin;orange,brown;orange
10232,,dark;brown;abstract;faces,brown;black;red
10233,,eyes;face;sunset;green eyes;dark,gray;black;brown
10234,sd,face;blue;woman;eyes closed;painting,blue;gray
10235,,s logo;woman;blonde;orange;photo,orange;white
10278,kubrick,stanley kubrick;director;movie;face;eyes;tv,white;gray
